gene,S1,S2,S3,S4,S5,S6,S7,S8
GENE0069,822.0169006674778,1007.8951789013943,990.8511411302309,724.9003262051468,1265.5698394724573,1405.5754492821525,806.5871282137456,1047.0143204539313
GENE0070,1413.8690691480617,1343.8602385351924,792.6809129041847,922.6004151701868,865.9162059548391,501.99123188648304,1411.527474374055,878.1410429613618
GENE0071,1183.704336961168,1041.491684864774,1089.936255243254,1252.1005634452536,766.0027975754347,1305.177202904856,840.1949252226517,1080.7889759524453
GENE0072,1183.704336961168,1041.491684864774,627.5390560491462,395.4001779300801,1065.743022713648,1003.9824637729661,705.7637371870275,878.1410429613618
GENE0073,822.0169006674778,974.2986729380144,924.7943983882154,494.25022241260007,566.1759808166255,1137.8467922760283,1142.6650983028062,1621.1834639286678
GENE0074,723.3748725873804,638.3336133042163,726.6241701621693,1318.000593100267,766.0027975754347,1338.6432850306214,1109.0573012939,1553.63415293164
GENE0075,953.5396047742742,940.7021669746346,891.7660270172078,955.5504299976935,1032.4385532538467,870.1181352699039,1411.527474374055,979.4650094569034
GENE0076,591.852168480584,806.3161431211154,759.652541533177,1449.8006524102937,999.1340837940451,1505.9736956594493,806.5871282137456,1148.338286949473
GENE0077,1216.5850129878672,1142.2812027549135,1023.8795125012387,1021.4504596527069,1365.4832478518617,736.2538067668418,1176.2728953117123,1047.0143204539313
GENE0078,1315.2270410679644,772.7196371577356,1056.9078838722462,823.7503706876668,832.6117364950376,1606.3719420367458,1041.841707276088,641.7184544717644
GENE0079,1150.8236609344688,974.2986729380144,1089.936255243254,1021.4504596527069,1265.5698394724573,736.2538067668418,739.3715341959335,1013.2396649554175
GENE0080,1019.3009568276723,1175.8777087182934,957.8227697592232,823.7503706876668,1432.0921867714646,1037.4485458987317,1008.2339102671821,1283.4369089435288
GENE0081,1282.3463650412652,806.3161431211154,891.7660270172078,1054.4004744802135,1099.0474921734497,368.1269033834209,1512.350865400773,1148.338286949473
GENE0082,1282.3463650412652,1276.6672266084327,594.5106846781385,1054.4004744802135,666.0893891960301,1070.9146280244972,705.7637371870275,743.0424209673062
GENE0083,920.658928747575,907.1056610112548,1651.4185685503846,955.5504299976935,965.8296143342436,1238.2450386533249,772.9793312048395,1384.7608754390706
GENE0084,1019.3009568276723,772.7196371577356,1222.0497407272846,1153.2505189627334,932.5251448744422,1271.7111207790904,873.8027222315577,776.81707646582
GENE0085,756.2555486140794,806.3161431211154,1255.0781120982924,856.7003855151735,566.1759808166255,1037.4485458987317,1142.6650983028062,911.9156984598757
GENE0086,887.7782527208759,806.3161431211154,1420.2199689533309,626.0502817226268,1498.7011256910675,1104.3807101502628,1109.0573012939,1249.6622534450148
GENE0087,789.1362246407786,772.7196371577356,759.652541533177,1054.4004744802135,1065.743022713648,1439.0415314079182,638.5481431692152,979.4650094569034
GENE0088,1019.3009568276723,1276.6672266084327,660.5674274201539,593.1002668951201,699.3938586558317,1137.8467922760283,907.4105192404637,1283.4369089435288
GENE0089,1380.9883931213626,1175.8777087182934,495.42557056511544,1482.7506672378004,1132.351961633251,602.3894782637797,873.8027222315577,1148.338286949473
GENE0090,1380.9883931213626,1209.4742146816732,1155.9929979852693,1713.400771030347,899.2206754146406,1070.9146280244972,806.5871282137456,1047.0143204539313
GENE0091,1282.3463650412652,1075.088190828154,957.8227697592232,757.8503410326534,932.5251448744422,937.050299521435,873.8027222315577,709.2677654687923
GENE0092,1117.9429849077696,1646.2287922056105,1420.2199689533309,1713.400771030347,1165.6564310930528,1003.9824637729661,1041.841707276088,709.2677654687923
GENE0093,558.9714924538848,940.7021669746346,924.7943983882154,724.9003262051468,899.2206754146406,903.5842173956695,1176.2728953117123,810.5917319643339
GENE0094,493.2101404004866,571.1406013774567,1222.0497407272846,922.6004151701868,999.1340837940451,937.050299521435,1243.4884893295246,1317.2115644420428
GENE0095,953.5396047742742,571.1406013774567,660.5674274201539,856.7003855151735,899.2206754146406,602.3894782637797,1646.7820534363973,1148.338286949473
GENE0096,1216.5850129878672,1041.491684864774,726.6241701621693,1021.4504596527069,799.3072670352361,1472.5076135336835,1075.4495042849942,810.5917319643339
GENE0097,1676.9144773616547,1108.6846967915337,594.5106846781385,1416.850637582787,932.5251448744422,1037.4485458987317,806.5871282137456,574.1691434747365
GENE0098,822.0169006674778,470.3510834873173,858.7376556462001,1054.4004744802135,832.6117364950376,1238.2450386533249,907.4105192404637,911.9156984598757
GENE0099,789.1362246407786,940.7021669746346,1122.9646266142618,757.8503410326534,965.8296143342436,635.8555603895452,1646.7820534363973,540.3944879762226
GENE0100,920.658928747575,739.1231311943558,528.4539419361231,691.9503113776401,1365.4832478518617,1003.9824637729661,907.4105192404637,878.1410429613618
GENE0101,657.6135205339822,403.1580715605577,495.42557056511544,1383.9006227552802,1332.1787783920602,736.2538067668418,705.7637371870275,1013.2396649554175
GENE0102,986.4202808009732,1209.4742146816732,1122.9646266142618,1087.3504893077202,1065.743022713648,1572.90585991098,739.3715341959335,844.3663874628479
GENE0103,624.7328445072831,503.94758945069714,1122.9646266142618,922.6004151701868,1365.4832478518617,1673.304106288277,1008.2339102671821,641.7184544717644
GENE0104,1019.3009568276723,873.509155047875,726.6241701621693,1285.0505782727603,899.2206754146406,870.1181352699039,772.9793312048395,1047.0143204539313
GENE0105,1085.0623088810705,571.1406013774567,1023.8795125012387,1581.6007117203203,932.5251448744422,702.7877246410762,941.0183162493698,641.7184544717644
GENE0106,756.2555486140794,1444.6497564253318,1056.9078838722462,593.1002668951201,599.4804502764272,769.7198888926074,1075.4495042849942,1486.0848419346123
GENE0107,1019.3009568276723,907.1056610112548,1023.8795125012387,889.6504003426802,1498.7011256910675,970.5163816472005,1680.3898504453034,1486.0848419346123
GENE0108,1052.1816328543714,1276.6672266084327,759.652541533177,1120.300504135227,766.0027975754347,937.050299521435,604.9403461603092,1114.5636314509593
GENE0109,854.8975766941769,806.3161431211154,1255.0781120982924,659.0002965501335,766.0027975754347,602.3894782637797,1176.2728953117123,878.1410429613618
GENE0110,690.4941965606813,1209.4742146816732,1354.1632262113155,922.6004151701868,899.2206754146406,1104.3807101502628,1075.4495042849942,776.81707646582
GENE0111,1085.0623088810705,403.1580715605577,858.7376556462001,1120.300504135227,1032.4385532538467,1171.3128744017936,1176.2728953117123,911.9156984598757
GENE0112,1183.704336961168,873.509155047875,1023.8795125012387,922.6004151701868,1032.4385532538467,1405.5754492821525,772.9793312048395,776.81707646582
GENE0113,1709.7951533883538,839.9126490844952,1222.0497407272846,922.6004151701868,799.3072670352361,803.1859710183729,1176.2728953117123,1047.0143204539313
GENE0114,1117.9429849077696,1007.8951789013943,957.8227697592232,1318.000593100267,865.9162059548391,803.1859710183729,806.5871282137456,641.7184544717644
GENE0115,887.7782527208759,940.7021669746346,660.5674274201539,1219.1505486177468,1532.0055951508693,903.5842173956695,1512.350865400773,439.0705214806809
GENE0116,1183.704336961168,907.1056610112548,759.652541533177,1186.2005337902401,865.9162059548391,736.2538067668418,1008.2339102671821,743.0424209673062
GENE0117,986.4202808009732,839.9126490844952,1453.2483403243386,1120.300504135227,1099.0474921734497,1003.9824637729661,638.5481431692152,1013.2396649554175
GENE0118,789.1362246407786,1007.8951789013943,891.7660270172078,1054.4004744802135,899.2206754146406,903.5842173956695,705.7637371870275,1047.0143204539313
GENE0119,1249.4656890145661,907.1056610112548,1122.9646266142618,1021.4504596527069,432.95810297741957,1070.9146280244972,772.9793312048395,1080.7889759524453
GENE0120,953.5396047742742,1041.491684864774,759.652541533177,1186.2005337902401,499.56704189702253,1405.5754492821525,1411.527474374055,472.84517697919483
GENE0121,1413.8690691480617,907.1056610112548,891.7660270172078,1120.300504135227,932.5251448744422,334.66082125765536,1512.350865400773,1249.6622534450148
GENE0122,1282.3463650412652,1142.2812027549135,759.652541533177,461.3002075850934,1065.743022713648,401.59298550918646,806.5871282137456,1317.2115644420428
GENE0123,1249.4656890145661,1142.2812027549135,1222.0497407272846,1087.3504893077202,1099.0474921734497,602.3894782637797,1142.6650983028062,1148.338286949473
GENE0124,1644.0338013349556,806.3161431211154,1155.9929979852693,1054.4004744802135,1065.743022713648,1305.177202904856,1109.0573012939,743.0424209673062
GENE0125,591.852168480584,638.3336133042163,1255.0781120982924,1318.000593100267,1132.351961633251,937.050299521435,941.0183162493698,844.3663874628479
GENE0126,723.3748725873804,739.1231311943558,1122.9646266142618,889.6504003426802,732.6983281156331,769.7198888926074,772.9793312048395,844.3663874628479
GENE0127,822.0169006674778,1243.070720645053,660.5674274201539,757.8503410326534,699.3938586558317,1439.0415314079182,638.5481431692152,776.81707646582
GENE0128,1249.4656890145661,604.7371073408366,1420.2199689533309,889.6504003426802,1532.0055951508693,1472.5076135336835,1109.0573012939,1317.2115644420428
GENE0129,822.0169006674778,940.7021669746346,693.5957987911615,988.5004448252001,599.4804502764272,1305.177202904856,1075.4495042849942,911.9156984598757
GENE0130,887.7782527208759,1075.088190828154,726.6241701621693,1021.4504596527069,1232.2653700126557,870.1181352699039,772.9793312048395,1823.8313969197513
GENE0131,1052.1816328543714,1243.070720645053,1155.9929979852693,691.9503113776401,1498.7011256910675,702.7877246410762,1848.4288354898335,1654.9581194271818
GENE0132,526.0908164271857,1142.2812027549135,1089.936255243254,691.9503113776401,1731.8324119096783,1137.8467922760283,772.9793312048395,743.0424209673062
GENE0133,887.7782527208759,907.1056610112548,1089.936255243254,724.9003262051468,999.1340837940451,1104.3807101502628,1277.0962863384304,641.7184544717644
GENE0134,1216.5850129878672,1142.2812027549135,858.7376556462001,1087.3504893077202,566.1759808166255,1003.9824637729661,1445.1352713829608,911.9156984598757
GENE0135,789.1362246407786,1243.070720645053,726.6241701621693,1054.4004744802135,1198.9609005528544,870.1181352699039,1176.2728953117123,1283.4369089435288
GENE0136,920.658928747575,940.7021669746346,957.8227697592232,1153.2505189627334,1365.4832478518617,568.9233961380141,1377.9196773651488,1148.338286949473
GENE0137,723.3748725873804,1142.2812027549135,924.7943983882154,889.6504003426802,1165.6564310930528,803.1859710183729,604.9403461603092,1080.7889759524453
GENE0138,887.7782527208759,1007.8951789013943,660.5674274201539,1647.5007413753335,1099.0474921734497,1137.8467922760283,1310.7040833473366,540.3944879762226
GENE0139,1380.9883931213626,1142.2812027549135,660.5674274201539,691.9503113776401,1065.743022713648,1104.3807101502628,1243.4884893295246,1384.7608754390706
GENE0140,920.658928747575,638.3336133042163,1816.560425405423,1021.4504596527069,865.9162059548391,401.59298550918646,907.4105192404637,1013.2396649554175
GENE0141,1216.5850129878672,1175.8777087182934,1155.9929979852693,988.5004448252001,799.3072670352361,1104.3807101502628,1075.4495042849942,1249.6622534450148
GENE0142,986.4202808009732,705.526625230976,759.652541533177,1153.2505189627334,1132.351961633251,1037.4485458987317,974.626113258276,1384.7608754390706
GENE0143,460.3294643737875,1007.8951789013943,1056.9078838722462,922.6004151701868,932.5251448744422,1439.0415314079182,638.5481431692152,1148.338286949473
GENE0144,1446.7497451747608,772.7196371577356,594.5106846781385,988.5004448252001,999.1340837940451,870.1181352699039,1411.527474374055,1249.6622534450148
GENE0145,953.5396047742742,1612.6322862422307,660.5674274201539,560.1502520676135,965.8296143342436,1505.9736956594493,1142.6650983028062,1080.7889759524453
GENE0146,657.6135205339822,974.2986729380144,1288.1064834693002,889.6504003426802,932.5251448744422,903.5842173956695,873.8027222315577,1418.5355309375846
GENE0147,1380.9883931213626,571.1406013774567,891.7660270172078,823.7503706876668,932.5251448744422,937.050299521435,840.1949252226517,945.6903539583897
GENE0148,1380.9883931213626,1041.491684864774,1321.1348548403078,1021.4504596527069,1565.310064610671,803.1859710183729,1377.9196773651488,1283.4369089435288
GENE0149,558.9714924538848,604.7371073408366,1122.9646266142618,1845.2008303403736,1132.351961633251,803.1859710183729,1243.4884893295246,1790.0567414212376
GENE0150,1545.391773254858,806.3161431211154,1056.9078838722462,757.8503410326534,699.3938586558317,970.5163816472005,571.3325491514031,945.6903539583897
GENE0151,690.4941965606813,1007.8951789013943,1222.0497407272846,1120.300504135227,766.0027975754347,602.3894782637797,907.4105192404637,1013.2396649554175
GENE0152,1611.1531253082562,1041.491684864774,594.5106846781385,1186.2005337902401,1265.5698394724573,1171.3128744017936,1377.9196773651488,844.3663874628479
GENE0153,953.5396047742742,1511.8427683520913,1056.9078838722462,1054.4004744802135,766.0027975754347,1070.9146280244972,1142.6650983028062,1114.5636314509593
GENE0154,526.0908164271857,1175.8777087182934,1056.9078838722462,922.6004151701868,1065.743022713648,903.5842173956695,1142.6650983028062,1182.112942447987
GENE0155,1183.704336961168,1007.8951789013943,726.6241701621693,889.6504003426802,1032.4385532538467,937.050299521435,806.5871282137456,1418.5355309375846
GENE0156,657.6135205339822,739.1231311943558,792.6809129041847,1318.000593100267,532.871511356824,903.5842173956695,504.11695513359103,1317.2115644420428
GENE0157,1150.8236609344688,806.3161431211154,1023.8795125012387,823.7503706876668,732.6983281156331,937.050299521435,1478.743068391867,810.5917319643339
GENE0158,953.5396047742742,974.2986729380144,957.8227697592232,691.9503113776401,1132.351961633251,903.5842173956695,470.5091581246849,1114.5636314509593
GENE0159,1052.1816328543714,739.1231311943558,1189.021369356277,724.9003262051468,799.3072670352361,635.8555603895452,1008.2339102671821,709.2677654687923
GENE0160,1085.0623088810705,1511.8427683520913,429.36882782310005,724.9003262051468,1332.1787783920602,836.6520531441384,1041.841707276088,979.4650094569034
GENE0161,789.1362246407786,1041.491684864774,1222.0497407272846,1252.1005634452536,599.4804502764272,635.8555603895452,1814.8210384809274,878.1410429613618
GENE0162,1413.8690691480617,974.2986729380144,1618.390197179377,1186.2005337902401,932.5251448744422,769.7198888926074,873.8027222315577,1182.112942447987
GENE0163,1644.0338013349556,1310.2637325718126,1816.560425405423,724.9003262051468,766.0027975754347,903.5842173956695,1512.350865400773,709.2677654687923
GENE0164,1611.1531253082562,571.1406013774567,957.8227697592232,922.6004151701868,965.8296143342436,937.050299521435,403.2935641068728,1249.6622534450148
GENE0165,756.2555486140794,604.7371073408366,1155.9929979852693,626.0502817226268,1665.2234729900752,836.6520531441384,705.7637371870275,844.3663874628479
GENE0166,1085.0623088810705,1478.2462623887116,1122.9646266142618,1285.0505782727603,932.5251448744422,635.8555603895452,705.7637371870275,1013.2396649554175
GENE0167,1019.3009568276723,1041.491684864774,825.7092842751923,1021.4504596527069,1465.3966562312662,1204.7789565275593,772.9793312048395,1452.3101864360983
GENE0168,920.658928747575,1646.2287922056105,1255.0781120982924,1186.2005337902401,1198.9609005528544,1003.9824637729661,1209.8806923206184,1148.338286949473
GENE0169,1446.7497451747608,2385.3519233999664,1189.021369356277,1219.1505486177468,1065.743022713648,1204.7789565275593,1377.9196773651488,1249.6622534450148
GENE0170,1052.1816328543714,1276.6672266084327,1651.4185685503846,1186.2005337902401,632.7849197362286,870.1181352699039,840.1949252226517,1182.112942447987
GENE0171,657.6135205339822,806.3161431211154,1189.021369356277,593.1002668951201,965.8296143342436,1003.9824637729661,1075.4495042849942,810.5917319643339
GENE0172,854.8975766941769,1175.8777087182934,858.7376556462001,889.6504003426802,333.04469459801504,1539.4397777852148,941.0183162493698,1418.5355309375846
GENE0173,822.0169006674778,873.509155047875,495.42557056511544,1482.7506672378004,1398.7877173116633,836.6520531441384,1310.7040833473366,945.6903539583897
GENE0174,1085.0623088810705,1343.8602385351924,990.8511411302309,823.7503706876668,1165.6564310930528,736.2538067668418,1310.7040833473366,844.3663874628479
GENE0175,1183.704336961168,705.526625230976,1981.7022822604617,1318.000593100267,832.6117364950376,1104.3807101502628,571.3325491514031,945.6903539583897
GENE0176,723.3748725873804,571.1406013774567,1222.0497407272846,1120.300504135227,1065.743022713648,937.050299521435,1176.2728953117123,1317.2115644420428
GENE0177,920.658928747575,974.2986729380144,924.7943983882154,1054.4004744802135,1132.351961633251,903.5842173956695,1176.2728953117123,945.6903539583897
GENE0178,1676.9144773616547,1579.035780278851,924.7943983882154,1021.4504596527069,1032.4385532538467,803.1859710183729,1142.6650983028062,641.7184544717644
GENE0179,657.6135205339822,974.2986729380144,990.8511411302309,626.0502817226268,1298.8743089322586,836.6520531441384,1109.0573012939,844.3663874628479
GENE0180,690.4941965606813,940.7021669746346,1585.3618258083693,922.6004151701868,732.6983281156331,1137.8467922760283,1411.527474374055,1249.6622534450148
GENE0181,1644.0338013349556,638.3336133042163,825.7092842751923,922.6004151701868,1165.6564310930528,970.5163816472005,1008.2339102671821,641.7184544717644
GENE0182,1907.0792095485483,1041.491684864774,1552.3334544373618,1680.4507562028405,1598.6145340704722,1204.7789565275593,1041.841707276088,1080.7889759524453
GENE0183,756.2555486140794,940.7021669746346,693.5957987911615,1285.0505782727603,466.2625724372211,1305.177202904856,1176.2728953117123,1080.7889759524453
GENE0184,1446.7497451747608,1075.088190828154,1255.0781120982924,1219.1505486177468,1532.0055951508693,635.8555603895452,638.5481431692152,1452.3101864360983
GENE0185,953.5396047742742,974.2986729380144,1023.8795125012387,1219.1505486177468,699.3938586558317,1171.3128744017936,873.8027222315577,1283.4369089435288
GENE0186,920.658928747575,1041.491684864774,1023.8795125012387,856.7003855151735,532.871511356824,836.6520531441384,1277.0962863384304,911.9156984598757
GENE0187,887.7782527208759,1243.070720645053,1189.021369356277,1614.5507265478268,399.65363351761806,1171.3128744017936,1814.8210384809274,979.4650094569034
GENE0188,1019.3009568276723,1747.01831009575,1387.191597582323,1318.000593100267,1065.743022713648,669.3216425153107,672.1559401781213,1215.887597946501
GENE0189,1216.5850129878672,1007.8951789013943,1155.9929979852693,1054.4004744802135,865.9162059548391,970.5163816472005,436.90136111577885,1283.4369089435288
GENE0190,953.5396047742742,705.526625230976,891.7660270172078,1318.000593100267,1465.3966562312662,1070.9146280244972,638.5481431692152,1486.0848419346123
GENE0191,1183.704336961168,907.1056610112548,1023.8795125012387,889.6504003426802,1265.5698394724573,836.6520531441384,1008.2339102671821,709.2677654687923
