gene,S1,S2,S3,S4,S5,S6,S7,S8
GENE0073,4.655939101419404,4.885250222617076,4.830199647517334,3.96175114966625,4.156820210788235,5.116046778285052,5.113088587133375,5.6122154160106374
GENE0074,4.479297115108977,4.300663595168133,4.4960419253954695,5.3177266676728046,4.571664101631313,5.344258531779352,5.071282499313819,5.552096636856643
GENE0075,4.862148923818812,4.836366547574954,4.779609352778587,4.867435362246952,4.986556377530682,4.741767138098671,5.409981207702571,4.904429108190366
GENE0076,4.204092760607679,4.622366177843771,4.557389847535816,5.451938023003262,4.940766742431895,5.510232192254693,4.627853343278305,5.126809393571954
GENE0077,5.202855911541418,5.107535233600744,4.97212473004853,4.960458557808636,5.378770060373359,4.510529751210831,5.153717266289059,4.997533203114158
GENE0078,5.312389859918334,4.563510076606861,5.016491335644036,4.661196669185406,4.687096636491452,5.6013618604236965,4.9838504748106,4.319509082507297
GENE0079,5.124922141202668,4.885250222617076,5.0595341617502845,4.960458557808636,5.271880393133235,4.510529751210831,4.507617412476637,4.951732082600742
GENE0080,4.955160388082821,5.148159315595131,4.8790758540885895,4.661196669185406,5.445869166165198,4.98680042579271,4.9380636844244945,5.2829211271585805
GENE0081,5.276794622688325,4.622366177843771,4.779609352778587,5.004813489632341,5.073993589608274,3.572475661281839,5.507252980589516,5.126809393571954
GENE0082,5.276794622688325,5.263588332864416,4.220673335662002,5.004813489632341,4.379102001914317,5.031181583077421,4.443520200664108,4.521126323158798
GENE0083,4.813293356424279,4.785768251243891,5.64421177814716,4.867435362246952,4.893476018984587,5.234660398732416,4.568987591332684,5.3898316633488
GENE0084,4.955160388082821,4.563510076606861,5.2199088765499875,5.130239866419311,4.844582443547329,5.272125867597083,4.738834988361551,4.582522250978363
GENE0085,4.540612522966336,4.622366177843771,5.257363975125557,4.715585516225304,4.156820210788235,4.98680042579271,5.113088587133375,4.804899502578599
GENE0086,4.762725173701303,4.622366177843771,5.43130870592744,4.283162346774976,5.509985725560081,5.074238105264105,5.071282499313819,5.2454481414247445
GENE0087,4.599427881720111,4.563510076606861,4.557389847535816,5.004813489632341,5.030937294038822,5.446115381573579,4.306092862924369,4.904429108190366
GENE0088,4.955160388082821,5.263588332864416,4.364917664964498,4.209270601307601,4.446186024424906,5.116046778285052,4.791280234799375,5.2829211271585805
GENE0089,5.381049264298631,5.148159315595131,3.973032389984643,5.483626886363473,5.1158020489580025,4.23502057822061,4.738834988361551,5.126809393571954
GENE0090,5.381049264298631,5.187670744777204,5.141948845127983,5.687866532817611,4.7939735399695005,5.031181583077421,4.627853343278305,4.997533203114158
GENE0091,5.276794622688325,5.022685395249591,4.8790758540885895,4.545852051173576,4.844582443547329,4.844825669880858,4.738834988361551,4.457001022279954
GENE0092,5.0843174722362185,5.62191504764119,5.43130870592744,5.687866532817611,5.1564329679311305,4.9410105343881785,4.9838504748106,4.457001022279954
GENE0093,4.126227610848135,4.836366547574954,4.830199647517334,4.484526448610328,4.7939735399695005,4.794216453200796,5.153717266289059,4.641411692521871
GENE0094,3.9566287923230425,4.148785771055119,5.2199088765499875,4.818573323053264,4.940766742431895,4.844825669880858,5.2316952681292035,5.31944536948121
GENE0095,4.862148923818812,4.148785771055119,4.364917664964498,4.715585516225304,4.7939735399695005,4.23502057822061,5.627518055778994,5.126809393571954
GENE0096,5.202855911541418,4.9783126359631975,4.4960419253954695,4.960458557808636,4.630534555926497,5.478529945615406,5.02822871895729,4.641411692521871
GENE0097,5.65503493716042,5.065734013255348,4.220673335662002,5.419537450307451,4.844582443547329,4.98680042579271,4.627853343278305,4.167520147130386
GENE0098,4.655939101419404,3.8860018712586775,4.727180360474143,5.004813489632341,4.687096636491452,5.234660398732416,4.791280234799375,4.804899502578599
GENE0099,4.599427881720111,4.836366547574954,5.101329920992709,4.545852051173576,4.893476018984587,4.308985145761764,5.627518055778994,4.085066315148885
GENE0100,4.813293356424279,4.502150387154456,4.0603884773474475,4.420477861770141,5.378770060373359,4.9410105343881785,4.791280234799375,4.752435453750739
GENE0101,4.34824716138221,3.67978219153275,3.973032389984643,5.386392463369865,5.344012739256574,4.510529751210831,4.443520200664108,4.951732082600742
GENE0102,4.9094040896842,5.187670744777204,5.101329920992709,5.047845328166196,5.030937294038822,5.571620337297037,4.507617412476637,4.697991300098621
GENE0103,4.27796970485073,3.9790173409834124,5.101329920992709,4.818573323053264,5.378770060373359,5.659066402418839,4.9380636844244945,4.319509082507297
GENE0104,4.955160388082821,4.733330665029202,4.4960419253954695,5.282127995293632,4.7939735399695005,4.741767138098671,4.568987591332684,4.997533203114158
GENE0105,5.042536806051742,4.148785771055119,4.97212473004853,5.574719680956053,4.844582443547329,4.446426461562308,4.841885663310561,4.319509082507297
GENE0106,4.540612522966336,5.437552002565994,5.016491335644036,4.209270601307601,4.234781965277941,4.571905501639238,5.02822871895729,5.489363291524712
GENE0107,4.955160388082821,4.785768251243891,4.97212473004853,4.767998206765472,5.509985725560081,4.8937195375535305,5.656080632932089,5.489363291524712
GENE0108,4.999509987003452,5.263588332864416,4.557389847535816,5.0896307272595696,4.571664101631313,4.844825669880858,4.232136387331898,5.084991359523839
GENE0109,4.710319929740703,4.622366177843771,5.257363975125557,4.353453196945736,4.571664101631313,4.23502057822061,5.153717266289059,4.752435453750739
GENE0110,4.415259648476122,5.187670744777204,5.364225959124714,4.818573323053264,4.7939735399695005,5.074238105264105,5.02822871895729,4.582522250978363
GENE0111,5.042536806051742,3.67978219153275,4.727180360474143,5.0896307272595696,4.986556377530682,5.156677899061934,5.153717266289059,4.804899502578599
GENE0112,5.164415206025786,4.733330665029202,4.97212473004853,4.818573323053264,4.986556377530682,5.412955752818594,4.568987591332684,4.582522250978363
GENE0113,5.682498608431662,4.678915008894761,5.2199088765499875,4.818573323053264,4.630534555926497,4.630776379619578,5.153717266289059,4.997533203114158
GENE0114,5.0843174722362185,4.93253168414379,4.8790758540885895,5.3177266676728046,4.741524561154143,4.630776379619578,4.627853343278305,4.319509082507297
GENE0115,4.762725173701303,4.836366547574954,4.364917664964498,5.208181871893761,5.5410061718472745,4.794216453200796,5.507252980589516,3.804990518603349
GENE0116,5.164415206025786,4.785768251243891,4.557389847535816,5.169737160003742,4.741524561154143,4.510529751210831,4.9380636844244945,4.521126323158798
GENE0117,4.9094040896842,4.678915008894761,5.463715507159157,5.0896307272595696,5.073993589608274,4.9410105343881785,4.306092862924369,4.951732082600742
GENE0118,4.599427881720111,4.93253168414379,4.779609352778587,5.004813489632341,4.7939735399695005,4.794216453200796,4.443520200664108,4.997533203114158
GENE0119,5.240298888934158,4.785768251243891,5.101329920992709,4.960458557808636,3.7944713663771354,5.031181583077421,4.568987591332684,5.0419249090717475
GENE0120,4.862148923818812,4.9783126359631975,4.557389847535816,5.169737160003742,3.986992003821395,5.412955752818594,5.409981207702571,3.90451405701605
GENE0121,5.414191273311891,4.785768251243891,4.779609352778587,5.0896307272595696,4.844582443547329,3.447048420382918,5.507252980589516,5.2454481414247445
GENE0122,5.276794622688325,5.107535233600744,4.557389847535816,3.8688140033875356,5.030937294038822,3.687865176498774,4.627853343278305,5.31944536948121
GENE0123,5.240298888934158,5.107535233600744,5.2199088765499875,5.047845328166196,5.073993589608274,4.23502057822061,5.113088587133375,5.126809393571954
GENE0124,5.627038295149406,4.622366177843771,5.141948845127983,5.004813489632341,5.030937294038822,5.308642968841128,5.071282499313819,4.521126323158798
GENE0125,4.204092760607679,4.300663595168133,5.257363975125557,5.3177266676728046,5.1158020489580025,4.844825669880858,4.841885663310561,4.697991300098621
GENE0126,4.479297115108977,4.502150387154456,5.101329920992709,4.767998206765472,4.510288811714913,4.571905501639238,4.568987591332684,4.697991300098621
GENE0127,4.655939101419404,5.226128848719932,4.364917664964498,4.545852051173576,4.446186024424906,5.446115381573579,4.306092862924369,4.582522250978363
GENE0128,5.240298888934158,4.226722353184883,5.43130870592744,4.767998206765472,5.5410061718472745,5.478529945615406,5.071282499313819,5.31944536948121
GENE0129,4.655939101419404,4.836366547574954,4.431968992176349,4.9146965827886735,4.234781965277941,5.308642968841128,5.02822871895729,4.804899502578599
GENE0130,4.762725173701303,5.022685395249591,4.4960419253954695,4.960458557808636,5.234415095849825,4.741767138098671,4.568987591332684,5.778859611350321
GENE0131,4.999509987003452,5.226128848719932,5.141948845127983,4.420477861770141,5.509985725560081,4.446426461562308,5.790980859779149,5.6413607214257
GENE0132,4.043918957686152,5.107535233600744,5.0595341617502845,4.420477861770141,5.714304189058781,5.116046778285052,4.568987591332684,4.521126323158798
GENE0133,4.762725173701303,4.785768251243891,5.0595341617502845,4.484526448610328,4.940766742431895,5.074238105264105,5.269158661025361,4.319509082507297
GENE0134,5.202855911541418,5.107535233600744,4.727180360474143,5.047845328166196,4.156820210788235,4.9410105343881785,5.443139210252842,4.804899502578599
GENE0135,4.599427881720111,5.226128848719932,4.4960419253954695,5.004813489632341,5.195950864651878,4.741767138098671,5.153717266289059,5.2829211271585805
GENE0136,4.813293356424279,4.836366547574954,4.8790758540885895,5.130239866419311,5.378770060373359,4.157058080612325,5.376043159076494,5.126809393571954
GENE0137,4.479297115108977,5.107535233600744,4.830199647517334,4.767998206765472,5.1564329679311305,4.630776379619578,4.232136387331898,5.0419249090717475
GENE0138,4.762725173701303,4.93253168414379,4.364917664964498,5.63240204970244,5.073993589608274,5.116046778285052,5.305673790071932,4.085066315148885
GENE0139,5.381049264298631,5.107535233600744,4.364917664964498,4.420477861770141,5.030937294038822,5.074238105264105,5.2316952681292035,5.3898316633488
GENE0140,4.813293356424279,4.300663595168133,5.779090480112266,4.960458557808636,4.741524561154143,3.687865176498774,4.791280234799375,4.951732082600742
GENE0141,5.202855911541418,5.148159315595131,5.141948845127983,4.9146965827886735,4.630534555926497,5.074238105264105,5.02822871895729,5.2454481414247445
GENE0142,4.9094040896842,4.4380646177371625,4.557389847535816,5.130239866419311,5.1158020489580025,4.98680042579271,4.890775995270107,5.3898316633488
GENE0143,3.863715062288914,4.93253168414379,5.016491335644036,4.818573323053264,4.844582443547329,5.446115381573579,4.306092862924369,5.126809393571954
GENE0144,5.4465890003454405,4.563510076606861,4.220673335662002,4.9146965827886735,4.940766742431895,4.741767138098671,5.409981207702571,5.2454481414247445
GENE0145,4.862148923818812,5.592777910130737,4.364917664964498,4.131389008540162,4.893476018984587,5.510232192254693,5.113088587133375,5.0419249090717475
GENE0146,4.34824716138221,4.885250222617076,5.293871224402915,4.767998206765472,4.844582443547329,4.794216453200796,4.738834988361551,5.423777584096099
GENE0147,5.381049264298631,4.148785771055119,4.779609352778587,4.661196669185406,4.844582443547329,4.844825669880858,4.684411083064853,4.85552243706254
GENE0148,5.381049264298631,4.9783126359631975,5.329477415784538,4.960458557808636,5.571373640252535,4.630776379619578,5.376043159076494,5.2829211271585805
GENE0149,4.126227610848135,4.226722353184883,5.101329920992709,5.7927812801538705,5.1158020489580025,4.630776379619578,5.2316952681292035,5.752388258106052
GENE0150,5.539633088408977,4.622366177843771,5.016491335644036,4.545852051173576,4.446186024424906,4.8937195375535305,4.154182880250675,4.85552243706254
GENE0151,4.415259648476122,4.93253168414379,5.2199088765499875,5.0896307272595696,4.571664101631313,4.23502057822061,4.791280234799375,4.951732082600742
GENE0152,5.598487586246314,4.9783126359631975,4.220673335662002,5.169737160003742,5.271880393133235,5.156677899061934,5.376043159076494,4.697991300098621
GENE0153,4.862148923818812,5.501660048237291,5.016491335644036,5.004813489632341,4.571664101631313,5.031181583077421,5.113088587133375,5.084991359523839
GENE0154,4.043918957686152,5.148159315595131,5.016491335644036,4.818573323053264,5.030937294038822,4.794216453200796,5.113088587133375,5.167449355400231
GENE0155,5.164415206025786,4.93253168414379,4.4960419253954695,4.767998206765472,4.986556377530682,4.844825669880858,4.627853343278305,5.423777584096099
GENE0156,4.34824716138221,4.502150387154456,4.616235122172207,5.3177266676728046,4.07440360174663,4.794216453200796,3.9843742588225886,5.31944536948121
GENE0157,5.124922141202668,4.622366177843771,4.97212473004853,4.661196669185406,4.510288811714913,4.844825669880858,5.475552220348767,4.641411692521871
GENE0158,4.862148923818812,4.885250222617076,4.8790758540885895,4.420477861770141,5.1158020489580025,4.794216453200796,3.8913346779335733,5.084991359523839
GENE0159,4.999509987003452,4.502150387154456,5.181455395119347,4.484526448610328,4.630534555926497,4.308985145761764,4.9380636844244945,4.457001022279954
GENE0160,5.042536806051742,5.501660048237291,3.7806465386009505,4.484526448610328,5.344012739256574,4.6873388512905265,4.9838504748106,4.904429108190366
GENE0161,4.599427881720111,4.9783126359631975,5.2199088765499875,5.245628650367209,4.234781965277941,4.308985145761764,5.764991094982919,4.752435453750739
GENE0162,5.414191273311891,4.885250222617076,5.615654022403525,5.169737160003742,4.844582443547329,4.571905501639238,4.738834988361551,5.167449355400231
GENE0163,5.627038295149406,5.30009974853031,5.779090480112266,4.484526448610328,4.571664101631313,4.794216453200796,5.507252980589516,4.457001022279954
GENE0164,5.598487586246314,4.148785771055119,4.8790758540885895,4.818573323053264,4.893476018984587,4.844825669880858,3.6850556593072805,5.2454481414247445
GENE0165,4.540612522966336,4.226722353184883,5.141948845127983,4.283162346774976,5.658819393718125,4.6873388512905265,4.443520200664108,4.697991300098621
GENE0166,5.042536806051742,5.469962086741102,5.101329920992709,5.282127995293632,4.844582443547329,4.308985145761764,4.443520200664108,4.951732082600742
GENE0167,4.955160388082821,4.9783126359631975,4.67277395886524,4.960458557808636,5.478283601772434,5.196195986680948,4.568987591332684,5.4569431009983385
GENE0168,4.813293356424279,5.62191504764119,5.257363975125557,5.169737160003742,5.195950864651878,4.9410105343881785,5.1932330442287515,5.126809393571954
GENE0169,5.4465890003454405,6.147845985826919,5.181455395119347,5.208181871893761,5.030937294038822,5.196195986680948,5.376043159076494,5.2454481414247445
GENE0170,4.999509987003452,5.263588332864416,5.64421177814716,5.169737160003742,4.308745863976801,4.741767138098671,4.684411083064853,5.167449355400231
GENE0171,4.34824716138221,4.622366177843771,5.181455395119347,4.209270601307601,4.893476018984587,4.9410105343881785,5.02822871895729,4.641411692521871
GENE0172,4.710319929740703,5.148159315595131,4.727180360474143,4.767998206765472,3.4468195322465345,5.541252756166863,4.841885663310561,5.423777584096099
GENE0173,4.655939101419404,4.733330665029202,3.973032389984643,5.483626886363473,5.412709671817175,4.6873388512905265,5.305673790071932,4.85552243706254
GENE0174,5.042536806051742,5.335709903150681,4.926350328703255,4.661196669185406,5.1564329679311305,4.510529751210831,5.305673790071932,4.697991300098621
GENE0175,5.164415206025786,4.4380646177371625,5.90243035679491,5.3177266676728046,4.687096636491452,5.074238105264105,4.154182880250675,4.85552243706254
GENE0176,4.479297115108977,4.148785771055119,5.2199088765499875,5.0896307272595696,5.030937294038822,4.844825669880858,5.153717266289059,5.31944536948121
GENE0177,4.813293356424279,4.885250222617076,4.830199647517334,5.004813489632341,5.1158020489580025,4.794216453200796,5.153717266289059,4.85552243706254
GENE0178,5.65503493716042,5.563040158496131,4.830199647517334,4.960458557808636,4.986556377530682,4.630776379619578,5.113088587133375,4.319509082507297
GENE0179,4.34824716138221,4.885250222617076,4.926350328703255,4.283162346774976,5.30839733137303,4.6873388512905265,5.071282499313819,4.697991300098621
GENE0180,4.415259648476122,4.836366547574954,5.586519538262887,4.818573323053264,4.510288811714913,5.116046778285052,5.409981207702571,5.2454481414247445
GENE0181,5.627038295149406,4.300663595168133,4.67277395886524,4.818573323053264,5.1564329679311305,4.8937195375535305,4.9380636844244945,4.319509082507297
GENE0182,5.837130957042321,4.9783126359631975,5.556784550513964,5.660400816700829,5.6011150552543985,5.196195986680948,4.9838504748106,5.0419249090717475
GENE0183,4.540612522966336,4.836366547574954,4.431968992176349,5.282127995293632,3.8939406729981276,5.308642968841128,5.153717266289059,5.0419249090717475
GENE0184,5.4465890003454405,5.022685395249591,5.257363975125557,5.208181871893761,5.5410061718472745,4.308985145761764,4.306092862924369,5.4569431009983385
GENE0185,4.862148923818812,4.885250222617076,4.97212473004853,5.208181871893761,4.446186024424906,5.156677899061934,4.738834988361551,5.2829211271585805
GENE0186,4.813293356424279,4.9783126359631975,4.97212473004853,4.715585516225304,4.07440360174663,4.6873388512905265,5.269158661025361,4.804899502578599
GENE0187,4.762725173701303,5.226128848719932,5.181455395119347,5.603849130864576,3.6876327358939625,5.156677899061934,5.764991094982919,4.904429108190366
GENE0188,4.955160388082821,5.705953772538843,5.398157200919099,5.3177266676728046,5.030937294038822,4.37934188887135,4.37644228435981,5.2069758062486535
GENE0189,5.202855911541418,4.93253168414379,5.141948845127983,5.004813489632341,4.741524561154143,4.8937195375535305,3.7918787985334745,5.2829211271585805
GENE0190,4.862148923818812,4.4380646177371625,4.779609352778587,5.3177266676728046,5.478283601772434,5.031181583077421,4.306092862924369,5.489363291524712
GENE0191,5.164415206025786,4.785768251243891,4.97212473004853,4.767998206765472,5.271880393133235,4.6873388512905265,4.9380636844244945,4.457001022279954
GENE0192,4.710319929740703,5.30009974853031,4.616235122172207,5.004813489632341,3.6876327358939625,4.8937195375535305,4.37644228435981,4.697991300098621
GENE0193,4.862148923818812,4.9783126359631975,4.8790758540885895,5.169737160003742,5.658819393718125,4.741767138098671,4.627853343278305,5.084991359523839
GENE0194,4.862148923818812,4.785768251243891,5.2199088765499875,4.420477861770141,5.1564329679311305,4.794216453200796,4.071775488293686,4.904429108190366
GENE0195,5.414191273311891,5.30009974853031,4.727180360474143,4.353453196945736,5.073993589608274,4.98680042579271,5.071282499313819,4.641411692521871
GENE0196,4.043918957686152,4.785768251243891,5.0595341617502845,6.089039396742192,4.234781965277941,4.157058080612325,4.841885663310561,5.0419249090717475
